image_path,relative_path,label,label_name,disease_key,disease,species,device,split
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D0_24797e3f-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D0_24797e3f-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D10_29fc9726-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D10_29fc9726-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D11_0bf8f6d3-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D11_0bf8f6d3-60a5-11ec-8402-0a7404972c70.png,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D11_0c48cce5-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D11_0c48cce5-60a5-11ec-8402-0a7404972c70.png,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D11_2989dad2-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D11_2989dad2-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D12_0c9581f5-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D12_0c9581f5-60a5-11ec-8402-0a7404972c70.png,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D12_299f2c68-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D12_299f2c68-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D13_29e8f514-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D13_29e8f514-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D15_0c112066-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D15_0c112066-60a5-11ec-8402-0a7404972c70.png,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D15_0c8db39d-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D15_0c8db39d-60a5-11ec-8402-0a7404972c70.png,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D15_29ac6363-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D15_29ac6363-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D16_0c4eef27-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D16_0c4eef27-60a5-11ec-8402-0a7404972c70.png,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D16_0c67daa2-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D16_0c67daa2-60a5-11ec-8402-0a7404972c70.png,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D16_29d44d80-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D16_29d44d80-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D17_245de4d5-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D17_245de4d5-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D17_24802090-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\안검종양\무\D17_24802090-60a5-11ec-8402-0a7404972c70.jpg,0,무,eyelid_tumor,안검종양,개,일반,test
