image_path,relative_path,label,label_name,disease_key,disease,species,device,split
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D0_0c8fbb73-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D0_0c8fbb73-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D10_2988a495-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D10_2988a495-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D10_29a131f9-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D10_29a131f9-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D11_0be9e15b-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D11_0be9e15b-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D11_0c0213d9-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D11_0c0213d9-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D11_29e184c1-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D11_29e184c1-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D12_0c3e0319-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D12_0c3e0319-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D12_29ddcc6e-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D12_29ddcc6e-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D13_0c949ae8-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D13_0c949ae8-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D13_298d1fa6-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D13_298d1fa6-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D13_29ddd886-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D13_29ddd886-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D14_0c21998e-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D14_0c21998e-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D14_0c24fde9-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D14_0c24fde9-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D14_29acf15a-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D14_29acf15a-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_0c2d7250-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_0c2d7250-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_0c2eed40-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_0c2eed40-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_0c849192-60a5-11ec-8402-0a7404972c70.png,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_0c849192-60a5-11ec-8402-0a7404972c70.png,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
C:\Users\orang\OneDrive\Desktop\딥러닝 실습_반려동물 안구질환\153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_29e7def1-60a5-11ec-8402-0a7404972c70.jpg,153.반려동물 안구질환 데이터\01.데이터\2.Validation\원천데이터\개\안구\일반\궤양성각막질환\무\D15_29e7def1-60a5-11ec-8402-0a7404972c70.jpg,0,무,ulcerative_keratitis,궤양성각막질환,개,일반,test
